otuId	R.101	R.103	R.112	R.113	R.14	R.16	R.21	R.24	R.243	R.245	R.246	R.247	R.24G	R.25	R.252	R.253	R.260	R.27	R.313	R.36	R.4	R.416	R.418	R.419	R.41B	R.41D	R.42	R.420	R.424	R.488	R.50	R.512	R.513	R.514	R.517	R.524	R.526	R.527	R.534	R.542	R.55	R.558	R.56	R.563	R.565	R.566	R.567	R.569C	R.569Z	R.57	R.570	R.571	R.575	R.577	R.578	R.579	R.58	R.585	R.585T	R.59	R.6	R.60	R.600	R.61	R.67	R.69	R.72	R.74	R.76	R.79	R.82	R.87	R.88	R.9	R.90	R.91	R.93	R.94	R.B001	R.B002	R.B003	R.B583
OTU_40800	0	0	0.000179893	5.14E-05	0	0	0	2.57E-05	0	0.00025699	0	0.000102796	0	0	0	0	0	0.000231291	0	0.000591077	7.71E-05	0	0	0	0	5.14E-05	0.000436883	0	2.57E-05	0	0	0	0	0	5.14E-05	2.57E-05	0.000179893	0	0	0.000179893	2.57E-05	0	0.000128495	0	0	0	0	0.000179893	5.14E-05	0.000154194	2.57E-05	5.14E-05	0	0	0	0.000102796	0	2.57E-05	0	0	0	0	2.57E-05	0	0.000179893	7.71E-05	0.000205592	0	0	2.57E-05	0	0	0	5.14E-05	0	0	0	0	7.71E-05	0	0	2.57E-05
OTU_40803	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	7.71E-05	2.57E-05	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	7.71E-05	0	2.57E-05	0	0	0	0	0	0	0.000102796
OTU_40811	0	0	0	0	0	0	7.71E-05	0	2.57E-05	0	0	0.000102796	0	0	0	0	0	7.71E-05	5.14E-05	0	0	0	0	0	0	0	0	0	7.71E-05	0	0	0	0	0	0	0	0	0	0	0.000179893	0	0	0	0	0	0	2.57E-05	0	7.71E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.71E-05	0	0	2.57E-05	0	0	7.71E-05	2.57E-05	0	0	2.57E-05	0	0	0
OTU_40813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	0	0	0	0	0
OTU_40816	0.000231291	0	7.71E-05	5.14E-05	2.57E-05	0	2.57E-05	0	0	0.000102796	2.57E-05	5.14E-05	0	0.000102796	0.000128495	0	0	5.14E-05	7.71E-05	0.000154194	0	0	0	7.71E-05	5.14E-05	0.000205592	0.000128495	0.000128495	5.14E-05	0	0	0	0	0	0	0.000462582	2.57E-05	0	0.000308388	0.000102796	2.57E-05	0	7.71E-05	2.57E-05	0	0	2.57E-05	2.57E-05	0.000205592	7.71E-05	0	0	0	2.57E-05	2.57E-05	7.71E-05	5.14E-05	0.000128495	2.57E-05	0	0.000334087	0.000154194	2.57E-05	0	2.57E-05	0	0	5.14E-05	0	0.000128495	5.14E-05	0.000796669	7.71E-05	5.14E-05	0.000102796	0.000179893	0.000154194	0	5.14E-05	0.000128495	2.57E-05	5.14E-05
OTU_40819	0.000102796	0	0	0.000102796	0	0	2.57E-05	0	2.57E-05	0	0.000385485	7.71E-05	0.000102796	5.14E-05	0.000539679	5.14E-05	0	0.000385485	0.000334087	5.14E-05	0	0	0	0	0	0	2.57E-05	0.000668174	0.000539679	0	0	0	0	0	0	0.000565378	7.71E-05	0	0.000411184	2.57E-05	2.57E-05	0	0.000102796	0	0	0	0	0	7.71E-05	5.14E-05	0	0	0	0	0	2.57E-05	0	0.000154194	2.57E-05	5.14E-05	2.57E-05	0.00025699	0	0	0	2.57E-05	0	0.000128495	5.14E-05	0	0.00051398	5.14E-05	0.000488281	0.000102796	7.71E-05	0.000745271	0.002055921	5.14E-05	0	2.57E-05	0.000154194	0.000334087
OTU_40822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.71E-05	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	2.57E-05	0	0	2.57E-05	0	2.57E-05	5.14E-05	0	0	0	0	0	0	0	0	0	0
OTU_40828	2.57E-05	0	0	0	0	0	2.57E-05	0	0	5.14E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	7.71E-05	2.57E-05	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	2.57E-05	0	2.57E-05	0	0	5.14E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_40840	5.14E-05	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	2.57E-05	0	0	0	2.57E-05	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	7.71E-05	0	0.000231291	0	0	0	5.14E-05	0	0	0	0	0	0	0	0	5.14E-05	0.000102796	0	0	0	0	0	0
OTU_40844	2.57E-05	0	0	0	5.14E-05	2.57E-05	0.000231291	0	7.71E-05	0	2.57E-05	0	2.57E-05	0.000154194	5.14E-05	0	0	2.57E-05	0.000128495	0	7.71E-05	0	0	0.000154194	2.57E-05	0.000102796	0.001233553	0.000231291	0	5.14E-05	0	0	0.000385485	2.57E-05	0	2.57E-05	7.71E-05	0	2.57E-05	0	0.000950863	5.14E-05	0.001516242	0	2.57E-05	0	5.14E-05	2.57E-05	7.71E-05	0.003957648	0	0	2.57E-05	0	0	0	0.00025699	2.57E-05	5.14E-05	0.000231291	5.14E-05	0	0	2.57E-05	0.000154194	0.001182155	0.001336349	0.00025699	2.57E-05	2.57E-05	0.000899465	0	0	2.57E-05	0.000128495	0	2.57E-05	0	0.000102796	0.000102796	7.71E-05	0
OTU_40846	0	0	0	2.57E-05	0	0	5.14E-05	0	2.57E-05	2.57E-05	0	0	0	0	0	0	0	0	7.71E-05	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	5.14E-05	2.57E-05	0	0
OTU_40858	0.000848067	0	0.00025699	2.57E-05	5.14E-05	5.14E-05	0.000102796	2.57E-05	2.57E-05	0.000231291	2.57E-05	0.000154194	2.57E-05	0.000102796	0.000179893	0.000102796	0	0.000102796	0.000308388	0.000154194	7.71E-05	0	0.000282689	5.14E-05	5.14E-05	7.71E-05	0.000154194	0.000128495	2.57E-05	0	0	0.000102796	2.57E-05	0	0	0.000462582	0.000102796	0	0.000359786	0	2.57E-05	2.57E-05	5.14E-05	0	0	0	0.000179893	0	7.71E-05	7.71E-05	0	0	0	0	0	2.57E-05	7.71E-05	0.000102796	2.57E-05	7.71E-05	0.001027961	5.14E-05	7.71E-05	2.57E-05	0	5.14E-05	5.14E-05	2.57E-05	5.14E-05	0.000102796	0.000796669	0.000179893	5.14E-05	0	0.000128495	0.000488281	0.00208162	2.57E-05	0	2.57E-05	0.000128495	2.57E-05
OTU_40860	0	0	2.57E-05	2.57E-05	0	0	0	0	0	0	0	0	0	7.71E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_40874	0	2.57E-05	0	0	0	0	0	0	0	0.000128495	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	7.71E-05	0	0	0	0	0	0.000102796	5.14E-05	0	2.57E-05	0	0	2.57E-05	0	0	0	0	0.000411184	2.57E-05	0	0	0.000154194	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	5.14E-05	7.71E-05	0	0	0	0	0	2.57E-05	5.14E-05	0	7.71E-05
OTU_40877	2.57E-05	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0
OTU_40884	0	0	0.000102796	0.000154194	0.000179893	2.57E-05	2.57E-05	0	2.57E-05	0.000282689	2.57E-05	0.000205592	0.000179893	2.57E-05	0	2.57E-05	0	0.000282689	0	5.14E-05	0.000179893	0	0	0	0	0	0.000308388	2.57E-05	0	0	0.000205592	2.57E-05	0	0	0.000179893	0	0.00077097	0	2.57E-05	0.002415707	0.000154194	0	0.000334087	0	0	5.14E-05	2.57E-05	0.002749794	0.000359786	0.000359786	0.000102796	0.001362048	0	0	0	0.00051398	0	2.57E-05	5.14E-05	0	7.71E-05	0	0	0	0.000128495	0.000102796	2.57E-05	2.57E-05	0	0	0	0	2.57E-05	0.000436883	0.000205592	0	0	0	0.000282689	0	0	0.000128495
OTU_40885	0	0	0	2.57E-05	0	0	5.14E-05	0	0	0	7.71E-05	0	0	5.14E-05	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	2.57E-05	0	0	0
OTU_40908	0	0	0	0	0	0	0	0	5.14E-05	0	0	0	0	0	0	0	2.57E-05	0	0	0	5.14E-05	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	0	0	0
OTU_40909	0	0	0.000102796	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	2.57E-05	0	5.14E-05	0	0	0	2.57E-05	0	0	0	0	0	0	2.57E-05	5.14E-05	0	2.57E-05	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	5.14E-05	0	0	7.71E-05	0	0	7.71E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_40914	5.14E-05	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	5.14E-05	0.000359786	0	0	0	0	0
OTU_40937	0.001439145	0	0.000334087	0.000411184	0.000154194	0.000205592	0.00025699	0.000179893	0.000488281	0.000642475	0	0.00051398	2.57E-05	0.000359786	0.000308388	0.000719572	0	0.000102796	0.00025699	0.000925164	0.000128495	2.57E-05	0.000359786	5.14E-05	0.000385485	0.000359786	0.000488281	0.002492804	0.000205592	2.57E-05	0	0.000128495	0.000128495	0	0.000411184	0.002569901	7.71E-05	0.000102796	0.001362048	0.000308388	7.71E-05	7.71E-05	0.000359786	5.14E-05	0	2.57E-05	0.00025699	7.71E-05	0.000205592	0.000102796	5.14E-05	7.71E-05	7.71E-05	0.000102796	0.000102796	0.000154194	0.000128495	0.000334087	0.000179893	0.000102796	0.001002262	2.57E-05	0.000102796	5.14E-05	0.000231291	0.000334087	0.000205592	0.000334087	0.000436883	0.000128495	0.000848067	0.001156456	0.00025699	7.71E-05	0.000282689	0.000591077	0.004934211	0.000154194	5.14E-05	7.71E-05	0.00025699	7.71E-05
OTU_40938	2.57E-05	7.71E-05	2.57E-05	0.000128495	0	5.14E-05	0	0	2.57E-05	5.14E-05	0	2.57E-05	0	0	2.57E-05	0	0	7.71E-05	0	5.14E-05	0	0	0	0	0	2.57E-05	2.57E-05	2.57E-05	0	0	0	0	0	0	0	0.000102796	0	0	5.14E-05	0	0	0	0	2.57E-05	0	0	0	0	0	0.000102796	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	2.57E-05	0	0	2.57E-05	5.14E-05	5.14E-05	0	0.000102796	0	5.14E-05	0	0	0	0	5.14E-05	0	2.57E-05
OTU_40944	0	0	5.14E-05	2.57E-05	0	0	0	0	0	5.14E-05	2.57E-05	5.14E-05	0	2.57E-05	0	0	0	5.14E-05	7.71E-05	0	5.14E-05	0	0	0	0	2.57E-05	0	0	0	0	0	2.57E-05	0	0	0	2.57E-05	0	0	0	0	2.57E-05	0	0	0	0	0	7.71E-05	2.57E-05	2.57E-05	2.57E-05	0	0	0	0	0	2.57E-05	0	0	2.57E-05	2.57E-05	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	5.14E-05	0	0.000102796	0	2.57E-05	0	0	0.000102796	2.57E-05	5.14E-05
OTU_40951	0	0	0.000205592	7.71E-05	2.57E-05	5.14E-05	0.000128495	0	0	0.000488281	2.57E-05	0.001773232	2.57E-05	0	2.57E-05	0	0	5.14E-05	0	2.57E-05	0.000102796	0	0	5.14E-05	0	5.14E-05	0.000154194	2.57E-05	7.71E-05	7.71E-05	0	7.71E-05	0	0	5.14E-05	0.000102796	0	0.000128495	0	2.57E-05	2.57E-05	7.71E-05	0	0	2.57E-05	0.000231291	0.000282689	0	0.000102796	2.57E-05	2.57E-05	2.57E-05	0.000334087	0.00025699	0.000282689	0.000102796	0	0.002390008	5.14E-05	0.000102796	0.000128495	0.000282689	0	0	2.57E-05	0.000668174	0.000128495	0	0	0	0	0.000154194	0	0	0	0	0	0.000205592	0	2.57E-05	7.71E-05	0
OTU_40957	0	0	7.71E-05	5.14E-05	2.57E-05	0	0.000102796	2.57E-05	7.71E-05	0.000179893	0	0.000154194	0	0	0	0	0	2.57E-05	0	0.000205592	0	0	0	0	0	2.57E-05	0.000102796	0.000308388	0	0	0	0	0	0	2.57E-05	0	0.000154194	0	7.71E-05	5.14E-05	0	0	5.14E-05	0	0	0	5.14E-05	7.71E-05	0	0	0	2.57E-05	0	0	0	5.14E-05	0	5.14E-05	0	0	2.57E-05	0.000154194	2.57E-05	0	0	0	7.71E-05	0	7.71E-05	0	0	5.14E-05	0	0	0	0	0.000102796	0	0.000231291	0	0	0
OTU_40962	0	0	0	2.57E-05	0	0	2.57E-05	0	0	7.71E-05	0	5.14E-05	0	0	0	0.000282689	0	0	0	0	0	0.000282689	2.57E-05	0	2.57E-05	0	2.57E-05	0	2.57E-05	0	0	0	0	0	0	5.14E-05	0	0	0.000128495	2.57E-05	0	0	0	0	0	0	0	0	0	0.000128495	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	5.14E-05	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	0
OTU_40980	0	7.71E-05	0.000102796	0	2.57E-05	0.000102796	0.000154194	0.000462582	0	0	2.57E-05	0.000179893	0.000179893	0	0	0	0	0.000411184	5.14E-05	5.14E-05	2.57E-05	0	0	0	5.14E-05	0	0.000205592	0.00025699	0	0	0	7.71E-05	0	0	0	0.000154194	0.000128495	0.000231291	2.57E-05	0.000848067	0.000179893	5.14E-05	7.71E-05	0	5.14E-05	2.57E-05	0.000102796	2.57E-05	5.14E-05	0.000179893	0.000102796	2.57E-05	5.14E-05	0.000128495	0	0.000102796	0.000102796	2.57E-05	0	5.14E-05	0.000154194	0.000102796	0.000128495	2.57E-05	5.14E-05	0.000411184	5.14E-05	0	2.57E-05	0	0	0	0	0.001284951	2.57E-05	2.57E-05	0	0.00025699	2.57E-05	0	7.71E-05	0
OTU_40995	2.57E-05	2.57E-05	0.000231291	2.57E-05	5.14E-05	0	5.14E-05	0	0.000102796	0.00025699	2.57E-05	0.000282689	0	7.71E-05	7.71E-05	0.000102796	2.57E-05	2.57E-05	2.57E-05	2.57E-05	7.71E-05	7.71E-05	0.000488281	0	0.000102796	0	7.71E-05	5.14E-05	7.71E-05	0	0	5.14E-05	2.57E-05	0	0	0.000334087	2.57E-05	0.000102796	0.000154194	0.000231291	2.57E-05	0	2.57E-05	0	0	0	0.000411184	0.000231291	7.71E-05	0	0	0	0	0	0	2.57E-05	2.57E-05	2.57E-05	2.57E-05	0.000128495	0.000796669	0	0.000231291	0	0	0	0	7.71E-05	0	0	2.57E-05	5.14E-05	7.71E-05	0.001439145	0.000102796	0.000668174	0.000205592	2.57E-05	0.000411184	0.000359786	7.71E-05	0.000179893
OTU_40997	0.000128495	0	5.14E-05	0.000102796	0	2.57E-05	5.14E-05	0	0.000205592	7.71E-05	0	0	0	0.000154194	7.71E-05	2.57E-05	0	2.57E-05	0	0.000154194	0	0	0	0	0	7.71E-05	0.000154194	7.71E-05	0	0	0	0	0	0	0	0.000128495	2.57E-05	0	7.71E-05	2.57E-05	0	0	0	0	0	0	2.57E-05	2.57E-05	7.71E-05	0	0	0	0	0	0	5.14E-05	0	2.57E-05	2.57E-05	2.57E-05	0.000205592	5.14E-05	0	0	0	2.57E-05	0	0	2.57E-05	0	0	0	2.57E-05	0	0	2.57E-05	0	0	0	5.14E-05	0.000205592	0
OTU_40998	0	0	0	5.14E-05	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	5.14E-05	0	0	0	0	0	0	0	0	2.57E-05	0	2.57E-05	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	2.57E-05	2.57E-05	0	0	0	0	0	2.57E-05	0	0
OTU_40999	0	0	0	0	0	0	0	0	7.71E-05	2.57E-05	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	5.14E-05	0	0	0	2.57E-05	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	5.14E-05	5.14E-05	0	0
OTU_41003	0.000154194	0	0	7.71E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	5.14E-05	0	0	0	0	2.57E-05	0.000128495	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	5.14E-05	2.57E-05	0	0	0	0	0	0	0	0	5.14E-05	0	0	2.57E-05	0	2.57E-05	0	0	0	5.14E-05	5.14E-05	5.14E-05	0	0	0	0	0	0	7.71E-05	0	5.14E-05	5.14E-05	0	0	0	0	0	2.57E-05	0	0	0	0	5.14E-05	0
OTU_41005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	5.14E-05	2.57E-05	0	0	0	0	0	0	5.14E-05	0	0	0	0	2.57E-05	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000128495	0	0	0	0	2.57E-05	0	0	0	2.57E-05	2.57E-05	0	0
OTU_41006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	0	0	0	0	0	0	0.000102796	0	0	0	0	0	0	0
OTU_41016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	5.14E-05	2.57E-05	0	0	0	0	0	0	0
OTU_41021	5.14E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_41024	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_41028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_41033	0	0	0	0	0	0	5.14E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_41035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0
OTU_41039	0	0	0	2.57E-05	0	0	0	0	0	5.14E-05	0	5.14E-05	0	0	2.57E-05	0	0	2.57E-05	0	0	2.57E-05	0	0	5.14E-05	2.57E-05	0	5.14E-05	0	0	0	0	0	2.57E-05	0	0	5.14E-05	2.57E-05	5.14E-05	0	0	0	2.57E-05	0	2.57E-05	0	0	2.57E-05	0.000102796	0.000128495	0	2.57E-05	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	5.14E-05	0	0	2.57E-05	0	0	0	0	0	0	0.000154194	7.71E-05	0	0
OTU_41040	0	0	0	2.57E-05	0	0	7.71E-05	0	0	0	0	2.57E-05	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	5.14E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	2.57E-05	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	2.57E-05	0	0	0	0	0
OTU_41043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0
OTU_41045	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	7.71E-05	0	0	0	0	0	0	0	0	0	0
OTU_41046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0.000359786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	5.14E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	2.57E-05	0	0
OTU_41049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_41053	0	0	2.57E-05	0	0	0	0	0	0	0.000128495	0	7.71E-05	2.57E-05	0	0	0	0	2.57E-05	0	2.57E-05	2.57E-05	0	0	0	0	0	5.14E-05	0	0	0	0	5.14E-05	0	0	0	0	5.14E-05	0	0	2.57E-05	0	0	0	0	0	0	0	0	2.57E-05	7.71E-05	0	0	0	0	0	0.000231291	0	0	0	0	0	0	0	0	0	5.14E-05	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_41059	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0
OTU_41070	0.000102796	0	0	2.57E-05	2.57E-05	0	0	0	0	0	2.57E-05	0	0	0	0	0	2.57E-05	0	0	5.14E-05	2.57E-05	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	5.14E-05	0	2.57E-05	5.14E-05	5.14E-05	2.57E-05	0	0	0	0	0	2.57E-05	0	0	5.14E-05	0	0	0	0	0	0	0	0	0	0	0.000128495	0	5.14E-05	0	0	0	5.14E-05	0	2.57E-05	0	0
OTU_41071	0.000154194	0	7.71E-05	0	0	2.57E-05	5.14E-05	0	0	0	0	0	0	0	0	0	0	7.71E-05	0	0	2.57E-05	0	0	2.57E-05	5.14E-05	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	2.57E-05	2.57E-05	0	0	5.14E-05	0	0	0	0	7.71E-05	0.000102796	0	0	0	2.57E-05	0	0	2.57E-05	0	0	0	0	5.14E-05	0	0	2.57E-05	5.14E-05	2.57E-05	0	2.57E-05	5.14E-05	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	0
OTU_41072	2.57E-05	0	0	5.14E-05	0	0	2.57E-05	0	2.57E-05	2.57E-05	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	5.14E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	7.71E-05	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	2.57E-05	0	2.57E-05	0	0	0	0
OTU_41074	0	0	0	7.71E-05	0	0	0	0	0	2.57E-05	0	2.57E-05	0	0	0	7.71E-05	0	7.71E-05	0	0	0	0	0	0	0	0	5.14E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.71E-05	2.57E-05	5.14E-05	0	0	0.000102796	0	2.57E-05	0	2.57E-05	0	2.57E-05	0.000462582	0	2.57E-05
