otuId	RJ.101	RJ.103	RJ.112	RJ.113	RJ.14	RJ.16	RJ.21	RJ.24	RJ.243	RJ.245	RJ.246	RJ.247	RJ.24G	RJ.25	RJ.252	RJ.253	RJ.260	RJ.27	RJ.313	RJ.36	RJ.4	RJ.416	RJ.418	RJ.419	RJ.41B	RJ.41D	RJ.42	RJ.420	RJ.424	RJ.488	RJ.50	RJ.512	RJ.513	RJ.514	RJ.517	RJ.524	RJ.526	RJ.527	RJ.534	RJ.542	RJ.55	RJ.558	RJ.56	RJ.563	RJ.565	RJ.566	RJ.567	RJ.569C	RJ.569Z	RJ.57	RJ.570	RJ.571	RJ.575	RJ.577	RJ.578	RJ.579	RJ.58	RJ.59	RJ.6	RJ.60	RJ.600	RJ.61	RJ.67	RJ.69	RJ.72	RJ.74	RJ.76	RJ.79	RJ.82	RJ.87	RJ.88	RJ.9	RJ.90	RJ.91	RJ.93	RJ.94	RJ.B001	RJ.B002	RJ.B003	RJ.B583	RJ.B585	RJ.B585T
OTU_51638	0	2.57E-05	0	0	0	0	0	2.57E-05	2.57E-05	0	0	2.57E-05	7.71E-05	7.71E-05	0	0	7.71E-05	7.71E-05	0	0.000179893	0	0	0	7.71E-05	2.57E-05	2.57E-05	0	2.57E-05	2.57E-05	5.14E-05	2.57E-05	0	0	0	0.000179893	2.57E-05	0	0	0	5.14E-05	0	2.57E-05	5.14E-05	0	2.57E-05	0	2.57E-05	0	5.14E-05	5.14E-05	0	0.000154194	0	0	0	0	0	0	0.000102796	0.000128495	0	7.71E-05	0	0	0	0.000102796	0.000179893	0.000128495	0.000231291	7.71E-05	2.57E-05	0	2.57E-05	0	0	2.57E-05	0.000231291	0	0	7.71E-05	2.57E-05	0
OTU_51650	0	0	0	0	0	0	0	2.57E-05	0	0	2.57E-05	0	2.57E-05	0	2.57E-05	2.57E-05	5.14E-05	0.000154194	7.71E-05	0	0	2.57E-05	0	0.000102796	0	2.57E-05	0	0	0.000179893	5.14E-05	0	0	0	2.57E-05	0	0	5.14E-05	0	0	5.14E-05	0	0	0	0	5.14E-05	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	5.14E-05	0	0	0	0	2.57E-05	0	5.14E-05	2.57E-05	0.000128495	0	0	5.14E-05	2.57E-05	0	0	2.57E-05	5.14E-05	0.000128495	0	0	0	0
OTU_51662	0	0	0	0	0.000128495	2.57E-05	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	2.57E-05	0	0	0	2.57E-05	5.14E-05	5.14E-05	2.57E-05	0	2.57E-05	5.14E-05	0	0	0	0	2.57E-05	0	0	0	2.57E-05	2.57E-05	2.57E-05	5.14E-05	7.71E-05	0	0	2.57E-05	0	0	0	0	0	0	0	5.14E-05	0	0	2.57E-05	0	0	0	2.57E-05	0	0	0	0	0	2.57E-05	0	0	0	2.57E-05	0
OTU_51664	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	5.14E-05	0	0	0	0	0	0	0	0	7.71E-05	0	5.14E-05	5.14E-05	7.71E-05	0.000282689	0	7.71E-05	0	0	2.57E-05	7.71E-05	5.14E-05	0	0.000102796	0	2.57E-05	0	0	0	0	2.57E-05	0.000436883	2.57E-05	0	0	0	0	0	0	0	0	5.14E-05	2.57E-05	2.57E-05	0	0	0	0	2.57E-05	7.71E-05	5.14E-05	0	0	0	0	0	0	0	0	2.57E-05	0	0
OTU_51676	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000179893	0	0	5.14E-05	0.000205592	0	0	0	0	0	0.000179893	7.71E-05	0	0	2.57E-05	2.57E-05	0	5.14E-05	0	0	0	0	0	0	0	2.57E-05	0	0	0	7.71E-05	0	7.71E-05	0	0	0	2.57E-05	0	0	0	0	0	2.57E-05	0	0.000128495	0	0	7.71E-05	0	0	0	0	0	7.71E-05	0	0.000179893	0	0.000205592	0	5.14E-05	0.000205592	0	5.14E-05	0.000128495	0	0	2.57E-05	0	2.57E-05	7.71E-05
OTU_51683	0	0	0	0	0	5.14E-05	0	0.000102796	0	0	0	5.14E-05	2.57E-05	0	0	0	0	5.14E-05	0	2.57E-05	0	0	0	0	2.57E-05	0	7.71E-05	0	7.71E-05	0	0.000128495	0	0	0	0	0	2.57E-05	7.71E-05	5.14E-05	2.57E-05	0	0.000128495	0	0	7.71E-05	0	2.57E-05	5.14E-05	2.57E-05	0.000102796	0	0	5.14E-05	0	0	0	0	5.14E-05	0	0	0	0	5.14E-05	5.14E-05	0.000102796	0	0	0	0	5.14E-05	0	0.000154194	0	0	0	0	5.14E-05	2.57E-05	0	2.57E-05	0	0
OTU_51697	0	7.71E-05	2.57E-05	5.14E-05	2.57E-05	2.57E-05	0	0.00025699	2.57E-05	0	0	0	0.000565378	2.57E-05	0	0	2.57E-05	5.14E-05	2.57E-05	0.000205592	0	0	0.000128495	0	7.71E-05	2.57E-05	2.57E-05	0.000154194	0.000102796	7.71E-05	0.000102796	0.000154194	0	0	5.14E-05	5.14E-05	7.71E-05	5.14E-05	0.000128495	5.14E-05	0.000205592	0.000102796	0.000102796	0.000128495	0.000282689	0.000102796	5.14E-05	5.14E-05	5.14E-05	5.14E-05	0.000128495	0.000128495	0.000102796	7.71E-05	0.000231291	0.000102796	0.000102796	0.000231291	2.57E-05	0.000179893	0.000334087	0.000128495	0.00025699	0.000308388	7.71E-05	2.57E-05	5.14E-05	0.000128495	0	0.000128495	0.000179893	0.000128495	5.14E-05	0.000102796	5.14E-05	2.57E-05	7.71E-05	0.000128495	2.57E-05	2.57E-05	2.57E-05	0
OTU_51703	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	5.14E-05	0	0	0	0	2.57E-05	7.71E-05	0	0	0	0.000205592	0	0	0	0.000128495	5.14E-05	0	5.14E-05	5.14E-05	0.000128495	0	0	7.71E-05	0	0	5.14E-05	7.71E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	2.57E-05	0	0	0	0	2.57E-05	2.57E-05	5.14E-05	0	0	0.000179893	0	0	2.57E-05	5.14E-05	0	0	0	0	2.57E-05	0	0	0
OTU_51720	0	0	0	0	0.000179893	2.57E-05	0	0.000102796	2.57E-05	0	0	2.57E-05	2.57E-05	7.71E-05	0	0	0	5.14E-05	0	5.14E-05	0	0	0	0	0.000128495	5.14E-05	0.000154194	7.71E-05	0.000102796	0.000128495	5.14E-05	2.57E-05	0	0.000102796	2.57E-05	0.000128495	0	0.000179893	0.000128495	2.57E-05	7.71E-05	0	2.57E-05	7.71E-05	2.57E-05	0	0.000128495	0	5.14E-05	0	0.000102796	2.57E-05	5.14E-05	5.14E-05	0.000308388	0.000102796	0	7.71E-05	0.000102796	5.14E-05	0	0.000102796	5.14E-05	2.57E-05	0.000102796	7.71E-05	5.14E-05	5.14E-05	5.14E-05	0.000102796	0.000102796	5.14E-05	0	2.57E-05	0	5.14E-05	2.57E-05	0.000411184	5.14E-05	2.57E-05	0.000102796	0.000462582
OTU_51721	0	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	2.57E-05	0	0.000102796	0	0	0	0	0	0	0	0	2.57E-05	2.57E-05	0	5.14E-05	0	0	0	2.57E-05	0	5.14E-05	0	0	0	0	0	5.14E-05	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0
OTU_51722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	2.57E-05	0	0	0.000102796	0	0	2.57E-05	0	2.57E-05	0	0	7.71E-05	2.57E-05	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	2.57E-05	2.57E-05	0	2.57E-05	0	0	0	0	2.57E-05	2.57E-05	2.57E-05	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0.000102796
OTU_51751	0	0	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000128495	0	0	0	0	0	2.57E-05	0	2.57E-05	0	0	0	7.71E-05	0	0	0	7.71E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	2.57E-05	0	7.71E-05	0	0	5.14E-05
OTU_51752	0.006835938	0.004034745	0.006270559	0.005088405	0	2.57E-05	0.00208162	2.57E-05	0.004934211	0.004908512	0.006296258	0.005705181	2.57E-05	0	0.006270559	0.005293997	0.005936472	2.57E-05	0.005396793	5.14E-05	5.14E-05	0.005885074	0	0.001284951	2.57E-05	0	0	2.57E-05	0	2.57E-05	0	0	2.57E-05	0	0	0	0	2.57E-05	0.000102796	7.71E-05	2.57E-05	0.000102796	0	0.000179893	5.14E-05	5.14E-05	0	0	2.57E-05	2.57E-05	5.14E-05	0	0	0.000179893	0	0	0	0	0	0	0	0	0	0	5.14E-05	0.00077097	0	0	0	0	0	0	0.001516242	0.001079359	0.003443668	0.005037007	0	0	0	0	0	0
OTU_51771	0	2.57E-05	0	7.71E-05	7.71E-05	5.14E-05	5.14E-05	0.000179893	2.57E-05	0	0	0	0.000205592	0.000179893	0	0	2.57E-05	0.000128495	0	0.000231291	2.57E-05	0	0	0.000179893	0.000282689	5.14E-05	2.57E-05	0.000179893	7.71E-05	7.71E-05	0.000205592	0.000128495	0.000102796	7.71E-05	0	0.000128495	0	2.57E-05	0.000179893	0.000128495	5.14E-05	2.57E-05	0.000282689	5.14E-05	0.000102796	5.14E-05	5.14E-05	2.57E-05	0.00025699	0.000179893	5.14E-05	0	7.71E-05	5.14E-05	7.71E-05	7.71E-05	0.000128495	5.14E-05	0.000102796	0.00025699	2.57E-05	5.14E-05	0	5.14E-05	5.14E-05	0	0.000282689	0.000128495	5.14E-05	0.00051398	0	0	0.000102796	7.71E-05	2.57E-05	0.000102796	5.14E-05	0	0.000231291	2.57E-05	0.000231291	0.000128495
OTU_51773	0	0	0	0	7.71E-05	2.57E-05	0	0	0	0	0	0	0	7.71E-05	0	0	0	7.71E-05	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	2.57E-05	0	0	2.57E-05	0	0	0	0	0	5.14E-05	0	2.57E-05	0	0	0	0.000385485	5.14E-05	0	0	0	0	0	2.57E-05	5.14E-05	0	0	0	0	2.57E-05	0	0	0	5.14E-05	0	0	0	0	0	0	0	0	5.14E-05	5.14E-05
OTU_51777	0	0.000154194	0	0	0	5.14E-05	0	0.000128495	5.14E-05	0	0	2.57E-05	5.14E-05	0	0	0	0	5.14E-05	0	0.000102796	0	0	0	7.71E-05	0	0	0	0	0	0	0.000565378	2.57E-05	0.000128495	0.000102796	0.000102796	5.14E-05	2.57E-05	5.14E-05	2.57E-05	5.14E-05	5.14E-05	0.000154194	5.14E-05	0.000334087	7.71E-05	0.000385485	5.14E-05	2.57E-05	2.57E-05	0.000359786	0	5.14E-05	0.000128495	0	0	0	5.14E-05	2.57E-05	0	0.000282689	2.57E-05	2.57E-05	0.000179893	0	0	2.57E-05	0	7.71E-05	0	0	7.71E-05	0.000102796	5.14E-05	7.71E-05	0	0	0.000128495	0.000205592	0	0.000154194	2.57E-05	2.57E-05
OTU_51782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	0	0.000231291	0	0	2.57E-05	0.000154194	0	5.14E-05	2.57E-05	2.57E-05	0	0	0	0	0	0	0	0.000128495	2.57E-05	7.71E-05	0	0	0	2.57E-05	2.57E-05	0	0	0	0	0	0	0	2.57E-05	2.57E-05	2.57E-05	0	2.57E-05	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	2.57E-05
OTU_51786	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	5.14E-05	0	0	0	2.57E-05	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	0	0	0	0	0	0	2.57E-05	0	0	2.57E-05
OTU_51797	0	2.57E-05	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	2.57E-05	0	2.57E-05	0	0	0	0	0	5.14E-05	0	0	0	0	0	0	0	0.000102796	2.57E-05	0	2.57E-05	2.57E-05	0	0	5.14E-05	2.57E-05	5.14E-05	0	0	0	0	0	0	5.14E-05	0	0	0	0	2.57E-05	0	0	0	0	5.14E-05	2.57E-05	2.57E-05	0	0	0	0	0	5.14E-05	0	0	0	0	0	0	5.14E-05	2.57E-05	0	0	2.57E-05
OTU_51799	0	2.57E-05	2.57E-05	0	0	0	0	0	5.14E-05	0.000102796	0	0.000128495	0	0	0	0	5.14E-05	5.14E-05	0	7.71E-05	0.00025699	0	0	0	0	0	7.71E-05	0	5.14E-05	2.57E-05	0	0	0	2.57E-05	0.000411184	0	0.000385485	2.57E-05	0	5.14E-05	0	2.57E-05	0	0.000102796	0	2.57E-05	0.000154194	7.71E-05	0	0	2.57E-05	0.000205592	7.71E-05	0	0	0	0	0	0.000128495	0	0.000128495	0.000102796	0.001233553	0.002004523	0.000334087	0	2.57E-05	0	0	0	0.000359786	5.14E-05	0	0	0	0	2.57E-05	5.14E-05	0	7.71E-05	0	0
OTU_51811	0	0	0	0	2.57E-05	2.57E-05	0	5.14E-05	0	0	0	0	0	0.000102796	0	0	0	7.71E-05	0	7.71E-05	2.57E-05	0	0	7.71E-05	5.14E-05	5.14E-05	0	0	2.57E-05	0	0	0.000102796	0	2.57E-05	0	5.14E-05	5.14E-05	0	0	0.000179893	5.14E-05	2.57E-05	0.000154194	0	5.14E-05	0.000102796	2.57E-05	2.57E-05	0.000154194	0.000128495	2.57E-05	2.57E-05	5.14E-05	7.71E-05	2.57E-05	7.71E-05	0	0	0	0	2.57E-05	0	0	0.000102796	2.57E-05	0	0	0	0	0.000128495	2.57E-05	0	5.14E-05	0	0	7.71E-05	0	0	0.00025699	7.71E-05	2.57E-05	7.71E-05
OTU_51815	0	0	0	0	0	0	0	5.14E-05	0	0	0	0	7.71E-05	0	0	0	0	7.71E-05	0	2.57E-05	0	0	0	0	5.14E-05	2.57E-05	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	5.14E-05	0	2.57E-05	0	5.14E-05	0	2.57E-05	0	7.71E-05	0	5.14E-05	0	0	0	0	0	2.57E-05	5.14E-05	2.57E-05	0	0	5.14E-05	0	0	0	0	0	2.57E-05	0	0	0	0.000179893	0	0	0.000102796	5.14E-05	0	5.14E-05	0	0	2.57E-05	0	7.71E-05	5.14E-05
OTU_51817	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000205592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	5.14E-05	2.57E-05	0	0	0	0	0	7.71E-05	0	0	0	5.14E-05	5.14E-05	0	0	0	0	5.14E-05	0	0	0	0	0	0	2.57E-05	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	7.71E-05	0	0	0	0	0
OTU_51820	0	0	2.57E-05	2.57E-05	0.000128495	7.71E-05	0	0.000282689	0	2.57E-05	0	2.57E-05	0.000205592	0.000411184	0	2.57E-05	5.14E-05	0.000359786	0	0.000334087	0	5.14E-05	0.000128495	0.000179893	0.000179893	7.71E-05	0.000102796	0.000154194	0.000179893	7.71E-05	0.00025699	0	2.57E-05	0.000102796	0.000205592	0.000231291	0.000154194	0.000231291	0.000205592	0.000179893	0.000128495	0.000102796	0.000308388	5.14E-05	5.14E-05	7.71E-05	0.00051398	2.57E-05	0.000385485	0.000282689	0.000102796	0.000308388	0.000359786	5.14E-05	0.000205592	0.000154194	5.14E-05	0.000128495	0.000128495	2.57E-05	0.000102796	0.000102796	5.14E-05	0.000128495	0.000231291	7.71E-05	0.000359786	0.000205592	0.000282689	0.000205592	0.000308388	7.71E-05	0.000154194	0.000128495	0.000102796	0.000154194	7.71E-05	7.71E-05	0.000359786	0.000154194	0.000128495	0.000308388
OTU_51821	0	0	0	0	2.57E-05	7.71E-05	0	2.57E-05	0	0	0	0	2.57E-05	5.14E-05	0	0	0	7.71E-05	0	7.71E-05	0.000154194	0	0	0	0	2.57E-05	0	0	2.57E-05	0	0	5.14E-05	0	7.71E-05	5.14E-05	5.14E-05	2.57E-05	5.14E-05	5.14E-05	0	5.14E-05	5.14E-05	2.57E-05	5.14E-05	0	5.14E-05	0.000102796	0	5.14E-05	0	0	2.57E-05	7.71E-05	2.57E-05	0	0	0	7.71E-05	5.14E-05	5.14E-05	0	5.14E-05	0.000128495	0.000102796	0.000128495	0	2.57E-05	0	0	2.57E-05	5.14E-05	0	0	0	0	2.57E-05	0	0	0	5.14E-05	5.14E-05	0
OTU_51825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	0	0.000128495	0	2.57E-05	0	0	0	2.57E-05	0	0	0	0	2.57E-05	0	5.14E-05	5.14E-05	0	0	0.000102796	0	0	2.57E-05	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	0
OTU_51836	0	0	0	0	0	2.57E-05	0	2.57E-05	0	0	0	0	7.71E-05	2.57E-05	0	0	0	0	0	7.71E-05	0	0	0	0	2.57E-05	0	0	0	0	2.57E-05	5.14E-05	7.71E-05	0	5.14E-05	0	0	2.57E-05	2.57E-05	5.14E-05	2.57E-05	2.57E-05	0	5.14E-05	2.57E-05	7.71E-05	2.57E-05	7.71E-05	7.71E-05	0	0	5.14E-05	0	2.57E-05	0	0	0	0	2.57E-05	2.57E-05	0	0	2.57E-05	7.71E-05	5.14E-05	2.57E-05	0	0	0	2.57E-05	0	2.57E-05	0	2.57E-05	0	0	0	0	0	0	0.000102796	5.14E-05	0
OTU_51837	2.57E-05	0	0	0	0.000205592	0.000205592	0	0.000179893	2.57E-05	0	0	0	0.000231291	0.000179893	0	0	0	0.000308388	0	0.000179893	2.57E-05	0	0	0	2.57E-05	2.57E-05	0.000128495	0	0.000102796	0.000899465	0.000102796	0.000334087	0.000102796	0.000899465	0.000488281	0.000205592	0.000128495	0.000231291	0.00025699	0.000591077	0.00025699	0.000436883	2.57E-05	0.000154194	0.000411184	0.000128495	0.00025699	0.000102796	0.000154194	5.14E-05	0.000154194	0.000231291	0.000282689	0.000205592	0.000308388	0.000334087	0.000205592	0.000128495	0.000308388	0	0.000308388	0.000231291	0.000102796	0.000359786	5.14E-05	0	0	2.57E-05	0	0.000102796	0.000205592	7.71E-05	0	0.00051398	5.14E-05	2.57E-05	2.57E-05	0	0.000154194	0.000154194	0.000308388	0.000334087
OTU_51848	2.57E-05	0.000154194	0.000231291	0.000359786	0.000693873	0.00051398	2.57E-05	0.000179893	0.000128495	0.000128495	2.57E-05	7.71E-05	0.000591077	0.00131065	0	2.57E-05	0	0.000231291	2.57E-05	0.00051398	0.000436883	0	0	0.000128495	0.000873766	0.000950863	0.001362048	0.000128495	0.000848067	7.71E-05	0.000411184	0.001105058	0.000462582	0.000616776	0	0.002210115	0.000411184	0.00077097	0.000411184	0.000334087	0.000205592	0.001182155	0.000334087	0.000488281	0.000642475	0.000411184	0.000539679	0.000179893	0.000539679	0.000642475	0.000334087	0.000205592	0.000719572	0.000359786	0.000462582	0.000411184	0.000642475	0.000591077	0.000411184	0.000205592	0.000565378	0.000282689	0.000205592	0.000411184	0.000693873	0.000154194	2.57E-05	0.000179893	2.57E-05	0.000128495	0.00051398	0.000205592	5.14E-05	0.000848067	0.000154194	0.000436883	0.000154194	7.71E-05	0.000873766	0.000848067	0.001156456	0.001619038
OTU_51849	0	0	0	0	2.57E-05	0	0	5.14E-05	2.57E-05	0	0	0	2.57E-05	2.57E-05	0	0	0	0	0	2.57E-05	0	0	0	0	2.57E-05	0	0	0	0	0	2.57E-05	0	2.57E-05	0	0	0	5.14E-05	2.57E-05	0	2.57E-05	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	2.57E-05	0	0	0	0	2.57E-05	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	5.14E-05	2.57E-05	0	0	0	0	2.57E-05	0	5.14E-05	2.57E-05	0	0
OTU_51850	0	0	0	0	0.000411184	0	0	2.57E-05	0	0	0	0	2.57E-05	2.57E-05	0	2.57E-05	2.57E-05	7.71E-05	0	0	0	0	0	7.71E-05	0.000154194	0	0	0.000154194	5.14E-05	2.57E-05	0	0	0	0	0	7.71E-05	0	0	0.000205592	7.71E-05	5.14E-05	0	5.14E-05	0	0.000179893	0	2.57E-05	0	0.000102796	0	0	0	0	0	0.000102796	0.000205592	0.000102796	0	0	0.000411184	0	5.14E-05	7.71E-05	0	0	0.000179893	0.000154194	0.000976563	0.000899465	0.000822368	0	0.000128495	0.000231291	7.71E-05	7.71E-05	0.000102796	0.000179893	0	0.000102796	0	5.14E-05	0.000334087
OTU_51851	0.002698396	0.001130757	0.002133018	0.00131065	0	2.57E-05	0.001284951	2.57E-05	0.001516242	0.002133018	0.001953125	0.001670436	2.57E-05	0	0.002133018	0.002030222	0.002312911	0	0.002364309	0	5.14E-05	0.002261513	0	0.000411184	2.57E-05	0	0	2.57E-05	0	0	0	2.57E-05	0	0	0	0	2.57E-05	0	0	0	2.57E-05	5.14E-05	0	5.14E-05	0	2.57E-05	0	0	0	0	2.57E-05	0	0	0.000128495	2.57E-05	0	0	5.14E-05	0	0	0	0	0	0	0	0.000334087	0	0	0	0	0	0	0.000642475	0.000719572	0.001439145	0.001464844	0	0	0	0	2.57E-05	0
OTU_51852	2.57E-05	0	0	0	2.57E-05	0	0	0.000102796	5.14E-05	0	0	0	0	0.000205592	0	2.57E-05	0.000154194	0	2.57E-05	5.14E-05	2.57E-05	0	0	0	0.000102796	0	0.005345395	0.000128495	0	7.71E-05	0	0.000282689	0.001619038	0.000179893	0	0.000334087	0.000308388	0	0	0.00025699	2.57E-05	7.71E-05	7.71E-05	2.57E-05	2.57E-05	2.57E-05	0.00025699	7.71E-05	0	7.71E-05	0	0	0.000334087	0	5.14E-05	0	0.000796669	2.57E-05	0	0.000102796	0.000102796	0.000282689	0.000359786	0.000822368	0	0.000411184	0.000154194	0	0.000745271	0.000359786	0	0.000128495	2.57E-05	0.000411184	2.57E-05	2.57E-05	0.000282689	7.71E-05	0	7.71E-05	0	2.57E-05
OTU_51861	5.14E-05	0.002030222	0	0	2.57E-05	0.000359786	5.14E-05	0.001978824	2.57E-05	2.57E-05	0	2.57E-05	0.000334087	2.57E-05	0	7.71E-05	2.57E-05	0	2.57E-05	0.000282689	0.000102796	2.57E-05	0.000102796	2.57E-05	0.000334087	5.14E-05	5.14E-05	0.000102796	5.14E-05	7.71E-05	0.000205592	0.000179893	0.000102796	0.000154194	0.000179893	0.000128495	2.57E-05	0.000282689	2.57E-05	0.000231291	0.001619038	0.000539679	0.000179893	0.000128495	0.001413446	0.000179893	0.000102796	0.000102796	0.000102796	0.000308388	0.000231291	0.000205592	0.000205592	0.000231291	0.000128495	0.000128495	0.00105366	0.00025699	7.71E-05	0.000308388	0.000128495	5.14E-05	0.000102796	0.000179893	0.000128495	2.57E-05	0	5.14E-05	0.000128495	7.71E-05	0.000128495	0.000205592	2.57E-05	0	0	5.14E-05	0.000205592	0.000308388	7.71E-05	0.000154194	7.71E-05	0.000179893
OTU_51866	0	0	0	0	0	0	2.57E-05	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	0	0	0	0	2.57E-05	2.57E-05	0	0	7.71E-05	0	2.57E-05	2.57E-05	0.000205592	0	0	2.57E-05	0	2.57E-05	5.14E-05	5.14E-05	7.71E-05	2.57E-05	2.57E-05	2.57E-05	0	0	0	0	5.14E-05	0.000102796	0	2.57E-05	0	0	0	5.14E-05	0	0	0	2.57E-05	0	0	0	0	0	0	0	2.57E-05	0	2.57E-05	0	0	2.57E-05	0	0	0	0	0	5.14E-05	5.14E-05	0	0
OTU_51867	0	0	0	0	0.000436883	0	5.14E-05	5.14E-05	0	5.14E-05	0	2.57E-05	0	0	0	0	0	0	0	0.000128495	2.57E-05	0	0	0	0	0	0.000102796	0.000128495	0	2.57E-05	0	0	0.000308388	5.14E-05	0.000745271	0	0.000179893	0	0	7.71E-05	0.000128495	0	5.14E-05	0	0	0	2.57E-05	0	2.57E-05	0	0.000128495	0.000488281	0	0	0.000179893	0	2.57E-05	2.57E-05	0.000205592	0.000102796	2.57E-05	0.000282689	0.000359786	0	0.000102796	0	0	0	0	0	0.000102796	7.71E-05	0	0	0	0	0	2.57E-05	0	0.000334087	0	2.57E-05
OTU_51868	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	2.57E-05	0	0	0	0	0	7.71E-05	0	0	0	0.000102796	0	5.14E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05
OTU_51872	2.57E-05	0	0	0	0	0	5.14E-05	0	2.57E-05	0	0	2.57E-05	2.57E-05	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0.004548725	0	0	0	0	7.71E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	0	0	2.57E-05	2.57E-05	0	0	0	0	0	5.14E-05	0	0	0	0	2.57E-05	0	0	5.14E-05	0	0	0	0	0	0	5.14E-05	0	0	0	5.14E-05	0	0	0	0	0
OTU_51881	0	2.57E-05	0	0	7.71E-05	0.000539679	0	0.000359786	0	0	0	2.57E-05	0.000899465	2.57E-05	0	0	0	0	0	0.000102796	0	0	0	0	0	0	0.000179893	0	7.71E-05	0.001876028	0.000102796	0.000873766	0	5.14E-05	2.57E-05	0	5.14E-05	0.000719572	0.000102796	0	2.57E-05	0	0	0	0	2.57E-05	7.71E-05	0	2.57E-05	0	0.000308388	0.000102796	0.000282689	7.71E-05	7.71E-05	2.57E-05	7.71E-05	7.71E-05	2.57E-05	0.000642475	5.14E-05	7.71E-05	0	7.71E-05	0	0	0	0.000102796	0	0	2.57E-05	0.000179893	5.14E-05	0.000102796	0	0	0.000411184	0	5.14E-05	2.57E-05	5.14E-05	0.000282689
OTU_51887	0	0	0	0	5.14E-05	0	0	0	0	0	0	0	0	5.14E-05	0	0	0	0	0	0.000154194	0	0	0	0	0	2.57E-05	0.000231291	0	2.57E-05	2.57E-05	0	2.57E-05	0	5.14E-05	2.57E-05	0	0	2.57E-05	0	0	0.000128495	0	0	2.57E-05	0	0	0.000128495	0	0	0	0	5.14E-05	2.57E-05	0	0	0	0	0	0	0	0	2.57E-05	0.000231291	0.000154194	0.000128495	0	0	0	0	0	0.000102796	2.57E-05	0	0	0	0	0	0	2.57E-05	5.14E-05	5.14E-05	0
