otuId	RJ.101	RJ.103	RJ.112	RJ.113	RJ.14	RJ.16	RJ.21	RJ.24	RJ.243	RJ.245	RJ.246	RJ.247	RJ.24G	RJ.25	RJ.252	RJ.253	RJ.260	RJ.27	RJ.313	RJ.36	RJ.4	RJ.416	RJ.418	RJ.419	RJ.41B	RJ.41D	RJ.42	RJ.420	RJ.424	RJ.488	RJ.50	RJ.512	RJ.513	RJ.514	RJ.517	RJ.524	RJ.526	RJ.527	RJ.534	RJ.542	RJ.55	RJ.558	RJ.56	RJ.563	RJ.565	RJ.566	RJ.567	RJ.569C	RJ.569Z	RJ.57	RJ.570	RJ.571	RJ.575	RJ.577	RJ.578	RJ.579	RJ.58	RJ.59	RJ.6	RJ.60	RJ.600	RJ.61	RJ.67	RJ.69	RJ.72	RJ.74	RJ.76	RJ.79	RJ.82	RJ.87	RJ.88	RJ.9	RJ.90	RJ.91	RJ.93	RJ.94	RJ.B001	RJ.B002	RJ.B003	RJ.B583	RJ.B585	RJ.B585T
OTU_1	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	7.71E-05	0	0.000102796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0
OTU_4	2.57E-05	0.000128495	0	5.14E-05	0	2.57E-05	0	5.14E-05	2.57E-05	0	0	5.14E-05	0.000128495	2.57E-05	0	0	2.57E-05	0.000102796	0	2.57E-05	2.57E-05	0	0	2.57E-05	0	0	2.57E-05	2.57E-05	7.71E-05	0.000154194	0.000128495	2.57E-05	5.14E-05	5.14E-05	5.14E-05	0	2.57E-05	0.000128495	2.57E-05	2.57E-05	0.000154194	5.14E-05	7.71E-05	0.000102796	5.14E-05	0.000359786	2.57E-05	2.57E-05	7.71E-05	7.71E-05	2.57E-05	5.14E-05	0.000128495	2.57E-05	2.57E-05	2.57E-05	0	5.14E-05	0	2.57E-05	0	0	0	2.57E-05	2.57E-05	5.14E-05	2.57E-05	2.57E-05	2.57E-05	0	0	0	0	0	0	2.57E-05	7.71E-05	0.000128495	7.71E-05	2.57E-05	5.14E-05	0
OTU_6	0	5.14E-05	0	0	0	0	0	2.57E-05	0	0	0	2.57E-05	5.14E-05	7.71E-05	0	0	0	5.14E-05	0	0	0	0	0	0	2.57E-05	0	0	0	0	2.57E-05	2.57E-05	0	0	5.14E-05	0	2.57E-05	2.57E-05	0	0	0	0	2.57E-05	0	2.57E-05	0	0	0	2.57E-05	7.71E-05	0	0	7.71E-05	2.57E-05	2.57E-05	2.57E-05	0.000102796	0	0	2.57E-05	0	7.71E-05	0	2.57E-05	5.14E-05	0	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	7.71E-05	2.57E-05	0.000179893	5.14E-05	2.57E-05
OTU_10	0	0	0	0	2.57E-05	0	0	7.71E-05	0	0	0	0	0	2.57E-05	0	0	0	2.57E-05	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	0	0	0	0	0	5.14E-05	0	0	2.57E-05	0	2.57E-05	0
OTU_11	0	2.57E-05	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	2.57E-05	2.57E-05	0	0	0	0	2.57E-05	0	0	0	2.57E-05	0	2.57E-05	2.57E-05	0	0	0	0	7.71E-05	2.57E-05	2.57E-05	0	0	0	7.71E-05	0	0	0	0	2.57E-05	0	0	0	2.57E-05	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	2.57E-05	2.57E-05	0	2.57E-05	2.57E-05	0	2.57E-05	0	0	0	0	2.57E-05	5.14E-05	7.71E-05	0	0	0	0
OTU_12	0	7.71E-05	5.14E-05	2.57E-05	2.57E-05	0.000128495	0	2.57E-05	0	0	0	0	2.57E-05	7.71E-05	0	0	0	2.57E-05	0	0.000154194	2.57E-05	0	0	0	7.71E-05	0.000102796	2.57E-05	0	7.71E-05	2.57E-05	2.57E-05	0.000128495	5.14E-05	5.14E-05	2.57E-05	0.000128495	5.14E-05	0.000179893	2.57E-05	5.14E-05	0.000128495	0.000179893	0	7.71E-05	5.14E-05	0.000128495	7.71E-05	0	0.000205592	5.14E-05	0.000128495	5.14E-05	0.000205592	7.71E-05	5.14E-05	0.000128495	2.57E-05	0.000128495	0.000102796	0	0.000205592	0.000102796	7.71E-05	2.57E-05	5.14E-05	0	0	0.000128495	0	7.71E-05	0.000308388	2.57E-05	0	0	0	2.57E-05	2.57E-05	0	5.14E-05	0.00025699	0.000102796	2.57E-05
OTU_13	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	7.71E-05	0	0	0	0	7.71E-05	0	0	0	0	2.57E-05	2.57E-05	0	0	5.14E-05	2.57E-05	0	2.57E-05	0	7.71E-05	0	0	0.000102796	0	0	2.57E-05	5.14E-05	0	7.71E-05	2.57E-05	5.14E-05	0	0	2.57E-05	0	2.57E-05	2.57E-05	2.57E-05	0	0	2.57E-05	0	5.14E-05	5.14E-05	0	0	7.71E-05	0	0	0	0	0	5.14E-05	2.57E-05	0	5.14E-05	2.57E-05	0	2.57E-05	0	0	5.14E-05	2.57E-05	5.14E-05	0.000102796	2.57E-05	0	2.57E-05	5.14E-05
OTU_14	0	5.14E-05	0	0	0	0	0	0	0	0	0	0	0.000102796	2.57E-05	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	5.14E-05	0	0	2.57E-05	0	0	5.14E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05
OTU_15	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	2.57E-05	0	0	2.57E-05	0	0	0	0	0	0	0	0	0
OTU_16	0	0	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	0	0	0	2.57E-05	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	5.14E-05	0	2.57E-05	2.57E-05	0	0	5.14E-05	2.57E-05	5.14E-05	2.57E-05	0	0	2.57E-05	7.71E-05	0	0	2.57E-05	2.57E-05	7.71E-05	0	0	0	0.000102796	0	0	2.57E-05	0	2.57E-05	0	0	5.14E-05	0	0	2.57E-05	2.57E-05	0	0	0	0	0	2.57E-05	2.57E-05	0	0	0	0	0	0	7.71E-05	2.57E-05	2.57E-05	2.57E-05
OTU_17	0.000976563	0.000796669	0.001027961	0.000873766	0.000462582	0.002261513	0.000308388	0.001696135	0.000693873	0.001696135	0.000848067	0.001105058	0.000591077	0.000308388	0.001207854	0.000822368	0.000848067	0.000745271	0.001079359	0.00105366	0.001079359	0.000925164	0.001002262	0.00025699	0.001336349	0.00025699	0.004600123	0.000231291	0.000488281	0.000539679	0.000591077	0.001541941	0.001002262	0.001156456	0.002646998	0.000693873	0.004523026	0.006450452	0.000488281	0.003160979	0.002235814	0.004394531	0.001259252	0.002390008	0.008943257	0.004934211	0.003931949	0.000436883	0.000925164	0.001284951	0.002107319	0.002441406	0.001259252	0.001079359	0.000488281	0.000334087	0.001670436	0.003829153	0.000822368	0.000334087	0.000848067	0.002981086	0.001336349	0.001644737	0.002955387	0.00051398	0.000462582	0.000179893	0.000231291	0.000359786	0.001259252	0.005319696	0.000359786	0.000102796	0.000616776	0.000693873	0.001953125	0.000899465	0.000565378	0.002004523	0.000282689	0.001336349
OTU_20	0	0	0	0	5.14E-05	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	7.71E-05	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	7.71E-05	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	2.57E-05	0	2.57E-05	0	0	0	0	2.57E-05	0	5.14E-05	0	0	0	0	5.14E-05	0	0	7.71E-05	0	0	2.57E-05	0	0	0	2.57E-05	0	0	0	2.57E-05	0
OTU_22	2.57E-05	0	0	0	0.000308388	5.14E-05	0	2.57E-05	0	0	0	0	2.57E-05	2.57E-05	0	0	0	7.71E-05	0	0.000128495	0	0	0	0	0.000128495	0	2.57E-05	5.14E-05	2.57E-05	0	0	2.57E-05	0	2.57E-05	7.71E-05	2.57E-05	0	5.14E-05	5.14E-05	2.57E-05	7.71E-05	5.14E-05	0.00025699	0	5.14E-05	0	2.57E-05	2.57E-05	5.14E-05	7.71E-05	5.14E-05	2.57E-05	0	0	2.57E-05	0.000102796	5.14E-05	2.57E-05	0	0.000231291	0	5.14E-05	2.57E-05	2.57E-05	5.14E-05	2.57E-05	7.71E-05	5.14E-05	0.000102796	0.00025699	0	5.14E-05	2.57E-05	0	2.57E-05	0	0	0	0	2.57E-05	5.14E-05	0
OTU_24	0	0	2.57E-05	2.57E-05	2.57E-05	2.57E-05	0	2.57E-05	2.57E-05	2.57E-05	2.57E-05	0	0	0	0	0	0	0.000102796	0	7.71E-05	0	0	0	5.14E-05	2.57E-05	5.14E-05	0.000128495	0.000128495	0.000642475	5.14E-05	2.57E-05	0	0.000231291	2.57E-05	7.71E-05	2.57E-05	7.71E-05	0.000128495	2.57E-05	2.57E-05	2.57E-05	5.14E-05	0.000128495	0	0	0	0	0	5.14E-05	0.000102796	5.14E-05	2.57E-05	2.57E-05	5.14E-05	0	0	2.57E-05	5.14E-05	0	2.57E-05	0	0	2.57E-05	2.57E-05	0.000308388	0	2.57E-05	0	0	2.57E-05	2.57E-05	0.000102796	0	0	0	0	7.71E-05	0.000128495	2.57E-05	2.57E-05	2.57E-05	2.57E-05
OTU_25	0	2.57E-05	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	0	2.57E-05	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	5.14E-05	0	0	0	7.71E-05	2.57E-05	0	0	0	0	0	0	0
OTU_27	0.00182463	0.000102796	0.000179893	0.001336349	0.001901727	0.000359786	7.71E-05	0.001233553	5.14E-05	2.57E-05	2.57E-05	0.000179893	0.002441406	0.004009046	0.000359786	0.000154194	0.00025699	0.000668174	0.00025699	0.002878289	2.57E-05	0.000154194	0.003469367	0.003829153	0.003520765	0.003263775	0.000565378	0.004034745	0.000642475	0.000334087	0.000539679	0.001002262	0.00077097	0.000436883	0	0.003931949	5.14E-05	0.000488281	0.001413446	0.001002262	0.000796669	0.000873766	0.000796669	0.000205592	0.000565378	0.00025699	0.000231291	7.71E-05	0.000462582	0.001876028	5.14E-05	5.14E-05	0.00105366	0.000925164	0.001439145	0.001619038	0.001002262	0.00025699	0.000385485	0.004214638	0.000565378	0.000334087	5.14E-05	0.000128495	0.002441406	0.00208162	0.007401316	0.001747533	0.005319696	0.004214638	0.001027961	0.000282689	0.000385485	0.000282689	0.001721834	0.001593339	0.00105366	0.000308388	0.00416324	0.000565378	0.002364309	0.002235814
OTU_29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	2.57E-05	0	0	0	0	0
OTU_31	0	0.000154194	0.000128495	2.57E-05	0.000102796	0.00105366	5.14E-05	7.71E-05	0	0	0	0	0.000359786	0.000179893	0	0	0.000154194	5.14E-05	2.57E-05	0.000822368	0	0	2.57E-05	5.14E-05	0.000616776	0.000334087	0.000565378	7.71E-05	0.000462582	0	5.14E-05	0.000102796	0.000128495	5.14E-05	2.57E-05	0.000128495	5.14E-05	0.000102796	0.000308388	7.71E-05	0.000102796	0.000205592	0.000128495	0	0	0.000308388	2.57E-05	5.14E-05	7.71E-05	0.000642475	0.000102796	2.57E-05	0.000359786	5.14E-05	5.14E-05	0.00077097	2.57E-05	0.000411184	0.000488281	0.000154194	0.000693873	0.000565378	7.71E-05	7.71E-05	0.000179893	0.000102796	0.000231291	0.000154194	2.57E-05	0.00051398	0.001002262	2.57E-05	5.14E-05	0.000539679	0.000179893	0.000179893	2.57E-05	2.57E-05	7.71E-05	0.000822368	0.000385485	5.14E-05
OTU_32	7.71E-05	7.71E-05	0.000102796	5.14E-05	0	0	0.000488281	0	7.71E-05	7.71E-05	7.71E-05	5.14E-05	0	0	7.71E-05	2.57E-05	0.000102796	0	5.14E-05	0	0	5.14E-05	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0.000308388	0	0	0.000179893	0	0	0	0	0	0	0	0	0	0	0	0.000359786	0	0	0	0.000128495	0	0	0.00025699	5.14E-05	0.000154194	7.71E-05	0	0	0	5.14E-05	0	0
OTU_33	0	0	0	0	5.14E-05	7.71E-05	0	0	0	0	0	0	0	5.14E-05	0	0	0	0	0	2.57E-05	2.57E-05	0	0	0	2.57E-05	0	5.14E-05	0	0	2.57E-05	0	0	0	0	5.14E-05	2.57E-05	2.57E-05	0.000128495	0	0	5.14E-05	2.57E-05	2.57E-05	0	7.71E-05	0	5.14E-05	0	0	0	2.57E-05	0	2.57E-05	0	2.57E-05	2.57E-05	7.71E-05	2.57E-05	0.000102796	7.71E-05	2.57E-05	2.57E-05	2.57E-05	0.000102796	5.14E-05	0	0	0	0	2.57E-05	0	7.71E-05	0	0	0	0	0	0	0	5.14E-05	2.57E-05	2.57E-05
OTU_35	0	0	0	5.14E-05	5.14E-05	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	2.57E-05	0	2.57E-05	5.14E-05	0	0	0	2.57E-05	0	0	0	0	2.57E-05	2.57E-05	0	2.57E-05	0	2.57E-05	0	2.57E-05	0	5.14E-05	0	2.57E-05	2.57E-05	2.57E-05	0	2.57E-05	0	5.14E-05	2.57E-05	2.57E-05	5.14E-05	0	0	0	0	0	0	2.57E-05	2.57E-05	0	2.57E-05	0	0	5.14E-05	2.57E-05	0	0	0	0	0	0	0	5.14E-05	0	0	0	0	5.14E-05	0	0	5.14E-05	2.57E-05	0
OTU_36	0	5.14E-05	5.14E-05	2.57E-05	2.57E-05	0.000179893	0	0.000539679	2.57E-05	0	7.71E-05	0.000128495	0.000154194	5.14E-05	0	0	0	0.000231291	7.71E-05	0.000102796	5.14E-05	0	0	5.14E-05	0.000154194	2.57E-05	0.00025699	0.000102796	0.000282689	0.000565378	0.000308388	0.000308388	0.000899465	0.000359786	0.000565378	0.000154194	0.000565378	0.000205592	5.14E-05	0.000231291	0.000539679	0.000128495	0.000436883	0.000359786	0.000359786	0.000488281	0.000205592	0.000282689	0.000334087	0.000359786	0.000128495	0.000462582	0.000385485	0.000179893	0.000282689	0.000179893	0.000102796	0.000205592	0.000128495	2.57E-05	5.14E-05	0.000231291	0.000308388	0.000539679	0.000154194	0	5.14E-05	5.14E-05	2.57E-05	5.14E-05	0.00025699	0.000591077	2.57E-05	2.57E-05	2.57E-05	2.57E-05	0.000231291	0.000231291	0.000102796	0.00025699	0.000102796	0
OTU_37	0	2.57E-05	0	0	7.71E-05	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	2.57E-05	0	2.57E-05	0	0
OTU_39	0	0	0	0	0	2.57E-05	0	2.57E-05	2.57E-05	0	2.57E-05	0	0	5.14E-05	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	2.57E-05	5.14E-05	2.57E-05	0	0	0	0	0	0	0	0	0	5.14E-05	0	0	0	0	0	0	2.57E-05	0	0	7.71E-05	0	2.57E-05	2.57E-05	5.14E-05	0	0	2.57E-05	0	0	2.57E-05	0	0	2.57E-05	0	2.57E-05	2.57E-05	0	0	0	2.57E-05	0	0	0	0	0	2.57E-05	2.57E-05	0	5.14E-05	0
OTU_41	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	2.57E-05	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	2.57E-05	2.57E-05	5.14E-05	0	0	0	2.57E-05	2.57E-05	0	0	2.57E-05	0	0	0	2.57E-05	0	0	0	0	5.14E-05	0	2.57E-05	0
OTU_42	0	2.57E-05	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	5.14E-05	0	0	0	0	0	0	0	2.57E-05	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	2.57E-05	0
OTU_45	5.14E-05	5.14E-05	0	0	2.57E-05	2.57E-05	0	5.14E-05	0	5.14E-05	0	0	2.57E-05	0	0	0	0	5.14E-05	0	7.71E-05	2.57E-05	0	0	0	0.000128495	2.57E-05	5.14E-05	0	7.71E-05	0	0	2.57E-05	2.57E-05	5.14E-05	0	2.57E-05	2.57E-05	0.000128495	0	0	5.14E-05	0	5.14E-05	0	5.14E-05	0	2.57E-05	0	0	2.57E-05	0	0	5.14E-05	2.57E-05	5.14E-05	0	7.71E-05	0	2.57E-05	0	0	5.14E-05	7.71E-05	2.57E-05	7.71E-05	0	0	0	0	0	0	5.14E-05	0	2.57E-05	0	2.57E-05	5.14E-05	0	2.57E-05	2.57E-05	5.14E-05	5.14E-05
OTU_46	2.57E-05	0	0	5.14E-05	2.57E-05	0	0	0	0	0	0	0	2.57E-05	2.57E-05	0	0	0	0	0	0	0	0	2.57E-05	7.71E-05	2.57E-05	0	0	0	0	0	2.57E-05	2.57E-05	0	0	0	0	0	2.57E-05	7.71E-05	2.57E-05	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	2.57E-05	0	2.57E-05	5.14E-05	0	0	0	0	0	0	0	0	0	0	7.71E-05	0	5.14E-05	2.57E-05	2.57E-05	0	0	0	0	0	0	0	0	2.57E-05	2.57E-05	2.57E-05
OTU_47	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	2.57E-05	0	0	0	2.57E-05	0	0	0	0	0	2.57E-05	2.57E-05	0	0	0	0.000102796	0	0	0	0	0	2.57E-05	0	2.57E-05	0	0	0	2.57E-05	0	2.57E-05	0	0	0	0	0	2.57E-05	2.57E-05	2.57E-05	0	0	0	0	5.14E-05	0	0	0	0	2.57E-05	2.57E-05	2.57E-05	2.57E-05	2.57E-05	2.57E-05	0	0	0	0	0	0.000231291	0	0	5.14E-05	0
OTU_49	2.57E-05	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	2.57E-05	0	0	2.57E-05	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	5.14E-05	0	0	0	0	2.57E-05	5.14E-05	0	0	0	5.14E-05	0	0	0	0	7.71E-05	0	2.57E-05	0
OTU_50	0	0	0	0	5.14E-05	2.57E-05	0	2.57E-05	0	0	0	0	2.57E-05	2.57E-05	0	0	0	0	0	0	0	0	0	0	2.57E-05	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	0	2.57E-05	2.57E-05	0	0	2.57E-05	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0
OTU_51	0	0	0	2.57E-05	0	5.14E-05	0	5.14E-05	0	0	0	7.71E-05	0.000102796	2.57E-05	0	0	0	2.57E-05	0	5.14E-05	0	0	0	2.57E-05	0.000102796	2.57E-05	5.14E-05	0	7.71E-05	2.57E-05	0.000102796	5.14E-05	2.57E-05	2.57E-05	2.57E-05	2.57E-05	0.000102796	7.71E-05	2.57E-05	0	2.57E-05	5.14E-05	5.14E-05	2.57E-05	0	5.14E-05	5.14E-05	0.000102796	0.000154194	7.71E-05	2.57E-05	2.57E-05	2.57E-05	0	2.57E-05	5.14E-05	0	2.57E-05	0	7.71E-05	0	2.57E-05	0	5.14E-05	0.000102796	2.57E-05	5.14E-05	0.000102796	0	0	7.71E-05	0	0	0	0	0	0	2.57E-05	2.57E-05	0.000154194	2.57E-05	0
OTU_53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	2.57E-05	0	0.000102796	0	5.14E-05	0	0	0	5.14E-05	0	0.000102796	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	2.57E-05	0	0	2.57E-05	0	0	0	7.71E-05	2.57E-05	0	2.57E-05	0	0	2.57E-05	0	0	0	0	0	0	2.57E-05	0	0	0	2.57E-05	2.57E-05
OTU_54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	0	0	0	0	0	0	2.57E-05	0	0	0	2.57E-05	0	0	0	0	0	0	2.57E-05	0	0	0	0	2.57E-05	2.57E-05	2.57E-05	0	0	0	0	2.57E-05	0	2.57E-05	5.14E-05	2.57E-05	2.57E-05	0	0	2.57E-05	0	0	0	2.57E-05	0.000154194	2.57E-05	5.14E-05	0	0	0	0	0	0	5.14E-05	0	0	0	0	0	0	2.57E-05	0	0	0
OTU_57	0	0	2.57E-05	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	2.57E-05	0	0	2.57E-05	2.57E-05	0	0	0	0	0	0	2.57E-05	5.14E-05	0	5.14E-05	0	5.14E-05	2.57E-05	7.71E-05	2.57E-05	0	2.57E-05	0	0	5.14E-05	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	2.57E-05	0	0
OTU_61	0	0	0	0	5.14E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	0	0	0	0	0	2.57E-05	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	5.14E-05	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05
OTU_63	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	7.71E-05	0	0	0	0	0	0	0	7.71E-05	0	0	5.14E-05	0	0	2.57E-05	0	0	5.14E-05	0	0	2.57E-05	0	0	0	0	0	2.57E-05	0	0	2.57E-05	2.57E-05	0	2.57E-05	0	0	0	0	2.57E-05	2.57E-05	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0
OTU_65	0	2.57E-05	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	2.57E-05	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	7.71E-05	5.14E-05	0	0	0	0	0	0	0	0	0	2.57E-05	2.57E-05	0	0	0	0	0	0	0	0	0	2.57E-05	2.57E-05	0	0	5.14E-05	0
OTU_66	0	0	0	0	0	0	0	5.14E-05	0	0	0	0	5.14E-05	0	0	0	0	0	0	2.57E-05	0	0	0	2.57E-05	5.14E-05	0	0	0	2.57E-05	2.57E-05	0	0	2.57E-05	0	0	0	0	0	0	5.14E-05	2.57E-05	0	0	0	0	0	2.57E-05	5.14E-05	5.14E-05	0	0	0	0	0	0	5.14E-05	0	0	0	0	0	2.57E-05	0	0	0	0	2.57E-05	5.14E-05	2.57E-05	0	2.57E-05	0	0	0	0	0	2.57E-05	0	2.57E-05	0	0	0
OTU_67	0	5.14E-05	0	0	5.14E-05	2.57E-05	0	2.57E-05	0	0	0	0	0	5.14E-05	0	0	0	2.57E-05	0	2.57E-05	0	0	0	0	2.57E-05	2.57E-05	2.57E-05	0	0	0	0	5.14E-05	0	0	0	0	5.14E-05	5.14E-05	2.57E-05	7.71E-05	0	2.57E-05	0	5.14E-05	2.57E-05	0	2.57E-05	0	5.14E-05	2.57E-05	2.57E-05	0	2.57E-05	0	0	0	0	2.57E-05	2.57E-05	2.57E-05	0	2.57E-05	2.57E-05	0	5.14E-05	0	0	0	0	0	0	7.71E-05	0	2.57E-05	0	0	0	2.57E-05	0	2.57E-05	5.14E-05	5.14E-05
OTU_68	0	0.000102796	0	0	0	2.57E-05	0	5.14E-05	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	5.14E-05	0	0	0	0	0	0	0	0	5.14E-05	0	0	0	2.57E-05	0	0	0	2.57E-05	0	0	0	2.57E-05	2.57E-05	0	0	2.57E-05	2.57E-05	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0
OTU_69	0	0.000231291	0	0	0	0	0	5.14E-05	0	0	0	0	7.71E-05	0	2.57E-05	0	0	0.000128495	0	2.57E-05	0	0	0	0	0	0	5.14E-05	2.57E-05	2.57E-05	0	5.14E-05	0	5.14E-05	5.14E-05	0	0	0	0	0	0	2.57E-05	5.14E-05	2.57E-05	5.14E-05	0	0	5.14E-05	7.71E-05	2.57E-05	0	0	0	0	0	0	5.14E-05	2.57E-05	0	0	0	0	5.14E-05	0	0	0	5.14E-05	7.71E-05	0	5.14E-05	2.57E-05	0	0	0	0	0	5.14E-05	2.57E-05	2.57E-05	2.57E-05	0	0	0
OTU_70	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	2.57E-05	2.57E-05	5.14E-05	0	2.57E-05	2.57E-05	7.71E-05	5.14E-05	0	5.14E-05	0	2.57E-05	2.57E-05	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	2.57E-05	5.14E-05	2.57E-05	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	2.57E-05	0	0	0	0
OTU_71	0	0	0	0	2.57E-05	0	0	7.71E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	2.57E-05	7.71E-05	0	0	2.57E-05	0	5.14E-05	5.14E-05	0	0	2.57E-05	0	0	0	2.57E-05	0	0	2.57E-05	0	0	0	0	2.57E-05	0	2.57E-05	0	0	0	0	0	0	2.57E-05	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
